ENSG00000006757	PNPLA4	Ubiquitous low	detected=100.00%,high=78.00%
ENSG00000006788	MYH13	Moderately enriched	stomach
ENSG00000006831	ADIPOR2	Ubiquitous high	detected=100.00%,high=100.00%
ENSG00000006837	CDKL3	Mixed high	detected=40.00%,high=2.00%
ENSG00000007001	UPP2	Mixed high	detected=16.00%,high=2.00%
ENSG00000007038	PRSS21	Group enriched	testis,salivary gland
ENSG00000007047	MARK4	Ubiquitous low	detected=100.00%,high=94.00%
ENSG00000007062	PROM1	Group enriched	retina,salivary gland
ENSG00000007080	CCDC124	Ubiquitous low	detected=100.00%,high=97.00%
ENSG00000007129	CEACAM21	Mixed low	detected=18.00%,high=0.00%
ENSG00000007168	PAFAH1B1	Ubiquitous high	detected=100.00%,high=100.00%
ENSG00000007171	NOS2	Mixed low	detected=16.00%,high=0.00%
ENSG00000007174	DNAH9	Mixed high	detected=51.00%,high=8.00%
ENSG00000007202	BLTP2	Ubiquitous high	detected=100.00%,high=100.00%
ENSG00000007216	SLC13A2	Group enriched	small intestine,salivary gland
ENSG00000007237	GAS7	Ubiquitous low	detected=100.00%,high=70.00%
ENSG00000007255	TRAPPC6A	Ubiquitous low	detected=100.00%,high=97.00%
ENSG00000007264	MATK	Mixed high	detected=89.00%,high=24.00%
ENSG00000007306	CEACAM7	Moderately enriched	colon
ENSG00000007312	CD79B	Group enriched	spleen,small intestine,pituitary gland
ENSG00000007314	SCN4A	Moderately enriched	skeletal muscle
ENSG00000007341	ST7L	Ubiquitous low	detected=100.00%,high=2.00%
ENSG00000007350	TKTL1	Moderately enriched	testis
ENSG00000007372	PAX6	Mixed high	detected=37.00%,high=21.00%
ENSG00000007376	RPUSD1	Ubiquitous low	detected=100.00%,high=86.00%
ENSG00000007384	RHBDF1	Ubiquitous low	detected=100.00%,high=86.00%
ENSG00000007392	LUC7L	Ubiquitous high	detected=100.00%,high=100.00%
ENSG00000007402	CACNA2D2	Mixed high	detected=70.00%,high=5.00%
ENSG00000007516	BAIAP3	Mixed high	detected=89.00%,high=37.00%
ENSG00000007520	TSR3	Ubiquitous low	detected=100.00%,high=97.00%
ENSG00000007541	PIGQ	Ubiquitous low	detected=100.00%,high=97.00%
ENSG00000007545	CRAMP1	Ubiquitous low	detected=100.00%,high=29.00%
ENSG00000007866	TEAD3	Mixed high	detected=97.00%,high=56.00%
ENSG00000007908	SELE	Mixed high	detected=86.00%,high=10.00%
ENSG00000007923	DNAJC11	Ubiquitous low	detected=100.00%,high=97.00%
ENSG00000007933	FMO3	Moderately enriched	liver
ENSG00000007944	MYLIP	Ubiquitous low	detected=100.00%,high=75.00%
ENSG00000007952	NOX1	Moderately enriched	colon
ENSG00000007968	E2F2	Mixed low	detected=18.00%,high=0.00%
ENSG00000008018	PSMB1	Ubiquitous high	detected=100.00%,high=100.00%
ENSG00000008056	SYN1	Mixed high	detected=89.00%,high=35.00%
ENSG00000008083	JARID2	Ubiquitous low	detected=100.00%,high=16.00%
ENSG00000008086	CDKL5	Mixed high	detected=91.00%,high=2.00%
ENSG00000008118	CAMK1G	Mixed high	detected=43.00%,high=24.00%
ENSG00000008128	CDK11A	Ubiquitous low	detected=100.00%,high=78.00%
ENSG00000008130	NADK	Ubiquitous high	detected=100.00%,high=100.00%
ENSG00000008196	TFAP2B	Mixed high	detected=18.00%,high=2.00%
ENSG00000008197	TFAP2D	Not detected	-
ENSG00000008226	DLEC1	Mixed high	detected=29.00%,high=5.00%
ENSG00000008256	CYTH3	Ubiquitous low	detected=100.00%,high=81.00%
ENSG00000008277	ADAM22	Mixed high	detected=67.00%,high=10.00%
ENSG00000008282	SYPL1	Ubiquitous high	detected=100.00%,high=100.00%
ENSG00000008283	CYB561	Ubiquitous low	detected=100.00%,high=81.00%
ENSG00000008294	SPAG9	Ubiquitous low	detected=100.00%,high=94.00%
ENSG00000008300	CELSR3	Mixed high	detected=32.00%,high=2.00%
ENSG00000008311	AASS	Mixed high	detected=97.00%,high=5.00%
ENSG00000008323	PLEKHG6	Mixed high	detected=48.00%,high=21.00%
ENSG00000008324	SS18L2	Ubiquitous low	detected=100.00%,high=97.00%
ENSG00000008382	MPND	Ubiquitous low	detected=100.00%,high=94.00%
ENSG00000008394	MGST1	Ubiquitous low	detected=100.00%,high=94.00%
ENSG00000008405	CRY1	Ubiquitous low	detected=100.00%,high=45.00%
ENSG00000008438	PGLYRP1	Group enriched	spleen,lung
ENSG00000008441	NFIX	Ubiquitous low	detected=100.00%,high=94.00%
ENSG00000008513	ST3GAL1	Ubiquitous low	detected=100.00%,high=54.00%
ENSG00000008516	MMP25	Moderately enriched	spleen
ENSG00000008517	IL32	Mixed high	detected=97.00%,high=94.00%
ENSG00000008710	PKD1	Ubiquitous low	detected=100.00%,high=83.00%
ENSG00000008735	MAPK8IP2	Mixed high	detected=72.00%,high=29.00%
ENSG00000008838	MED24	Ubiquitous high	detected=100.00%,high=100.00%
ENSG00000008853	RHOBTB2	Ubiquitous low	detected=100.00%,high=45.00%
ENSG00000008869	HEATR5B	Ubiquitous low	detected=100.00%,high=13.00%
ENSG00000008952	SEC62	Ubiquitous high	detected=100.00%,high=100.00%
ENSG00000008988	RPS20	Ubiquitous high	detected=100.00%,high=100.00%
ENSG00000009307	CSDE1	Ubiquitous high	detected=100.00%,high=100.00%
ENSG00000009335	UBE3C	Ubiquitous high	detected=100.00%,high=100.00%
ENSG00000009413	REV3L	Moderately enriched	retina
ENSG00000009694	TENM1	Mixed high	detected=59.00%,high=2.00%
ENSG00000009709	PAX7	Mixed low	detected=5.00%,high=0.00%
ENSG00000009724	MASP2	Highly enriched	liver
ENSG00000009765	IYD	Moderately enriched	thyroid gland
ENSG00000009780	FAM76A	Ubiquitous low	detected=100.00%,high=5.00%
ENSG00000009790	TRAF3IP3	Group enriched	spleen,small intestine
ENSG00000009830	POMT2	Ubiquitous low	detected=100.00%,high=16.00%
ENSG00000009844	VTA1	Ubiquitous low	detected=100.00%,high=94.00%
ENSG00000009950	MLXIPL	Moderately enriched	liver
ENSG00000009954	BAZ1B	Ubiquitous high	detected=100.00%,high=100.00%
ENSG00000010017	RANBP9	Ubiquitous high	detected=100.00%,high=100.00%
ENSG00000010030	ETV7	Mixed high	detected=59.00%,high=2.00%
ENSG00000010072	SPRTN	Ubiquitous low	detected=100.00%,high=0.00%
ENSG00000010165	METTL13	Ubiquitous low	detected=100.00%,high=18.00%
ENSG00000010219	DYRK4	Ubiquitous low	detected=100.00%,high=2.00%
ENSG00000010244	ZNF207	Ubiquitous high	detected=100.00%,high=100.00%
ENSG00000010256	UQCRC1	Ubiquitous high	detected=100.00%,high=100.00%
ENSG00000010270	STARD3NL	Ubiquitous low	detected=100.00%,high=91.00%
ENSG00000010278	CD9	Ubiquitous high	detected=100.00%,high=100.00%
ENSG00000010282	HHATL	Mixed high	detected=51.00%,high=35.00%
ENSG00000010292	NCAPD2	Ubiquitous low	detected=100.00%,high=16.00%
ENSG00000010295	IFFO1	Ubiquitous low	detected=100.00%,high=10.00%
ENSG00000010310	GIPR	Mixed high	detected=78.00%,high=10.00%
ENSG00000010318	PHF7	Highly enriched	testis
ENSG00000010319	SEMA3G	Mixed high	detected=97.00%,high=24.00%
ENSG00000010322	NISCH	Ubiquitous high	detected=100.00%,high=100.00%
ENSG00000010327	STAB1	Mixed high	detected=97.00%,high=94.00%
ENSG00000010361	FUZ	Ubiquitous low	detected=100.00%,high=64.00%
ENSG00000010379	SLC6A13	Mixed high	detected=45.00%,high=13.00%
ENSG00000010404	IDS	Ubiquitous low	detected=100.00%,high=97.00%
ENSG00000010438	PRSS3	Highly enriched	pancreas
ENSG00000010539	ZNF200	Ubiquitous low	detected=100.00%,high=2.00%
ENSG00000010610	CD4	Ubiquitous low	detected=100.00%,high=29.00%
ENSG00000010626	LRRC23	Ubiquitous low	detected=100.00%,high=18.00%
ENSG00000010671	BTK	Mixed high	detected=72.00%,high=8.00%
ENSG00000010704	HFE	Mixed low	detected=86.00%,high=0.00%
ENSG00000010803	SCMH1	Ubiquitous low	detected=100.00%,high=64.00%
ENSG00000010810	FYN	Ubiquitous low	detected=100.00%,high=94.00%
ENSG00000010818	HIVEP2	Ubiquitous low	detected=100.00%,high=16.00%
ENSG00000010932	FMO1	Mixed high	detected=45.00%,high=2.00%
ENSG00000011007	ELOA	Mixed high	detected=35.00%,high=2.00%
ENSG00000011009	LYPLA2	Ubiquitous high	detected=100.00%,high=100.00%
ENSG00000011021	CLCN6	Ubiquitous low	detected=100.00%,high=89.00%
ENSG00000011028	MRC2	Mixed high	detected=94.00%,high=48.00%
ENSG00000011052	NME1-NME2	Ubiquitous low	detected=100.00%,high=56.00%
ENSG00000011083	SLC6A7	Group enriched	cerebellum,cerebral cortex
ENSG00000011105	TSPAN9	Ubiquitous low	detected=100.00%,high=75.00%
ENSG00000011114	BTBD7	Ubiquitous low	detected=100.00%,high=0.00%
ENSG00000011132	APBA3	Mixed high	detected=97.00%,high=5.00%
ENSG00000011143	MKS1	Ubiquitous low	detected=100.00%,high=21.00%
ENSG00000011198	ABHD5	Ubiquitous low	detected=100.00%,high=48.00%
ENSG00000011201	ANOS1	Mixed high	detected=56.00%,high=2.00%
ENSG00000011243	AKAP8L	Ubiquitous high	detected=100.00%,high=100.00%
ENSG00000011258	MBTD1	Ubiquitous low	detected=100.00%,high=10.00%
ENSG00000011260	UTP18	Ubiquitous low	detected=100.00%,high=97.00%
ENSG00000011275	RNF216	Ubiquitous low	detected=100.00%,high=91.00%
ENSG00000011295	TTC19	Ubiquitous low	detected=100.00%,high=5.00%
ENSG00000011304	PTBP1	Ubiquitous high	detected=100.00%,high=100.00%
ENSG00000011332	DPF1	Mixed high	detected=35.00%,high=21.00%
ENSG00000011347	SYT7	Ubiquitous low	detected=100.00%,high=40.00%
ENSG00000011376	LARS2	Mixed high	detected=97.00%,high=2.00%
ENSG00000011405	PIK3C2A	Ubiquitous low	detected=100.00%,high=70.00%
ENSG00000011422	PLAUR	Ubiquitous low	detected=100.00%,high=51.00%
ENSG00000011426	ANLN	Mixed high	detected=51.00%,high=24.00%
ENSG00000011451	WIZ	Ubiquitous low	detected=100.00%,high=75.00%
ENSG00000011454	RABGAP1	Ubiquitous low	detected=100.00%,high=97.00%
ENSG00000011465	DCN	Ubiquitous low	detected=100.00%,high=94.00%
ENSG00000011478	QPCTL	Ubiquitous low	detected=100.00%,high=0.00%
ENSG00000011485	PPP5C	Ubiquitous high	detected=100.00%,high=100.00%
ENSG00000011523	CEP68	Ubiquitous low	detected=100.00%,high=27.00%
ENSG00000011566	MAP4K3	Ubiquitous low	detected=100.00%,high=72.00%
ENSG00000011590	ZBTB32	Moderately enriched	testis
ENSG00000011600	TYROBP	Ubiquitous low	detected=100.00%,high=89.00%
ENSG00000011638	LDAF1	Ubiquitous low	detected=100.00%,high=70.00%
ENSG00000011677	GABRA3	Mixed high	detected=29.00%,high=5.00%
ENSG00000012048	BRCA1	Mixed low	detected=94.00%,high=0.00%
ENSG00000012061	ERCC1	Ubiquitous high	detected=100.00%,high=100.00%
ENSG00000012124	CD22	Mixed high	detected=86.00%,high=35.00%
ENSG00000012171	SEMA3B	Ubiquitous low	detected=100.00%,high=83.00%
ENSG00000012174	MBTPS2	Ubiquitous low	detected=100.00%,high=0.00%
ENSG00000012211	PRICKLE3	Mixed high	detected=67.00%,high=2.00%
ENSG00000012223	LTF	Moderately enriched	salivary gland
ENSG00000012232	EXTL3	Ubiquitous low	detected=100.00%,high=35.00%
ENSG00000012504	NR1H4	Group enriched	liver,small intestine,kidney,adrenal gland
ENSG00000012660	ELOVL5	Ubiquitous low	detected=100.00%,high=97.00%
ENSG00000012779	ALOX5	Mixed high	detected=97.00%,high=37.00%
ENSG00000012817	KDM5D	Mixed high	detected=86.00%,high=59.00%
ENSG00000012822	CALCOCO1	Ubiquitous high	detected=100.00%,high=100.00%
ENSG00000012963	UBR7	Ubiquitous low	detected=100.00%,high=81.00%
ENSG00000012983	MAP4K5	Ubiquitous low	detected=100.00%,high=86.00%
ENSG00000013016	EHD3	Ubiquitous low	detected=100.00%,high=35.00%
ENSG00000013275	PSMC4	Ubiquitous high	detected=100.00%,high=100.00%
ENSG00000013288	MAN2B2	Ubiquitous low	detected=100.00%,high=81.00%
ENSG00000013293	SLC7A14	Mixed high	detected=32.00%,high=2.00%
ENSG00000013297	CLDN11	Mixed high	detected=94.00%,high=51.00%
ENSG00000013306	SLC25A39	Ubiquitous low	detected=100.00%,high=97.00%
ENSG00000013364	MVP	Ubiquitous low	detected=100.00%,high=97.00%
ENSG00000013374	NUB1	Ubiquitous high	detected=100.00%,high=100.00%
ENSG00000013375	PGM3	Ubiquitous low	detected=100.00%,high=62.00%
ENSG00000013392	RWDD2A	Ubiquitous low	detected=100.00%,high=0.00%
ENSG00000013441	CLK1	Ubiquitous high	detected=100.00%,high=100.00%
ENSG00000013503	POLR3B	Ubiquitous low	detected=100.00%,high=0.00%
ENSG00000013523	ANGEL1	Ubiquitous low	detected=100.00%,high=81.00%
ENSG00000013561	RNF14	Ubiquitous high	detected=100.00%,high=100.00%
ENSG00000013563	DNASE1L1	Ubiquitous low	detected=100.00%,high=91.00%
ENSG00000013573	DDX11	Ubiquitous low	detected=100.00%,high=16.00%
ENSG00000013583	HEBP1	Ubiquitous high	detected=100.00%,high=100.00%
ENSG00000013588	GPRC5A	Mixed high	detected=67.00%,high=35.00%
ENSG00000013619	MAMLD1	Mixed low	detected=97.00%,high=0.00%
ENSG00000013725	CD6	Group enriched	spleen,small intestine,lung,colon,stomach
ENSG00000013810	TACC3	Ubiquitous low	detected=100.00%,high=10.00%
ENSG00000014123	UFL1	Ubiquitous low	detected=100.00%,high=64.00%
ENSG00000014138	POLA2	Ubiquitous low	detected=100.00%,high=0.00%
ENSG00000014164	ZC3H3	Ubiquitous low	detected=100.00%,high=72.00%
ENSG00000014216	CAPN1	Ubiquitous low	detected=100.00%,high=94.00%
ENSG00000014257	ACP3	Moderately enriched	prostate
ENSG00000014641	MDH1	Ubiquitous high	detected=100.00%,high=100.00%
ENSG00000014824	SLC30A9	Ubiquitous low	detected=100.00%,high=45.00%
ENSG00000014914	MTMR11	Mixed high	detected=94.00%,high=13.00%
ENSG00000014919	COX15	Ubiquitous high	detected=100.00%,high=100.00%
ENSG00000015133	CCDC88C	Mixed high	detected=86.00%,high=5.00%
ENSG00000015153	YAF2	Ubiquitous low	detected=100.00%,high=45.00%
ENSG00000015171	ZMYND11	Ubiquitous high	detected=100.00%,high=100.00%
ENSG00000015285	WAS	Mixed high	detected=97.00%,high=8.00%
ENSG00000015413	DPEP1	Group enriched	small intestine,pancreas,kidney
ENSG00000015475	BID	Ubiquitous low	detected=100.00%,high=48.00%
ENSG00000015479	MATR3	Ubiquitous high	detected=100.00%,high=100.00%
ENSG00000015520	NPC1L1	Moderately enriched	liver
ENSG00000015532	XYLT2	Moderately enriched	stomach
ENSG00000015568	RGPD5	Ubiquitous low	detected=100.00%,high=2.00%
ENSG00000015592	STMN4	Mixed high	detected=37.00%,high=29.00%
ENSG00000015676	NUDCD3	Ubiquitous low	detected=100.00%,high=0.00%
ENSG00000016082	ISL1	Mixed high	detected=37.00%,high=8.00%
ENSG00000016391	CHDH	Mixed high	detected=86.00%,high=16.00%
ENSG00000016402	IL20RA	Mixed high	detected=81.00%,high=5.00%
ENSG00000016490	CLCA1	Group enriched	small intestine,colon
ENSG00000016602	CLCA4	Group enriched	esophagus,colon,vagina,cervix
ENSG00000016864	GLT8D1	Ubiquitous high	detected=100.00%,high=100.00%
ENSG00000017260	ATP2C1	Ubiquitous high	detected=100.00%,high=100.00%
ENSG00000017427	IGF1	Mixed high	detected=72.00%,high=32.00%
ENSG00000017483	SLC38A5	Moderately enriched	pancreas
ENSG00000017797	RALBP1	Ubiquitous low	detected=100.00%,high=97.00%
ENSG00000018189	RUFY3	Ubiquitous high	detected=100.00%,high=100.00%
ENSG00000018236	CNTN1	Mixed high	detected=91.00%,high=37.00%
ENSG00000018280	SLC11A1	Mixed high	detected=91.00%,high=10.00%
ENSG00000018408	WWTR1	Ubiquitous low	detected=100.00%,high=89.00%
ENSG00000018510	AGPS	Ubiquitous low	detected=100.00%,high=8.00%
ENSG00000018610	STEEP1	Ubiquitous low	detected=100.00%,high=45.00%
